name,type,image_vendor,image_type
go.opentelemetry.io/proto/otlp,go-module,original,prometheus
go.opentelemetry.io/proto/otlp,go-module,original,prometheus
go.uber.org/atomic,go-module,original,prometheus
go.uber.org/atomic,go-module,original,prometheus
go.uber.org/atomic,go-module,original,prometheus
go.uber.org/automaxprocs,go-module,original,prometheus
go.uber.org/automaxprocs,go-module,original,prometheus
go.uber.org/goleak,go-module,original,prometheus
go.uber.org/goleak,go-module,original,prometheus
go.uber.org/goleak,go-module,original,prometheus
go.uber.org/multierr,go-module,original,prometheus
go.uber.org/multierr,go-module,original,prometheus
go.uber.org/multierr,go-module,original,prometheus
gobinary,,original,prometheus
golang.org/x/crypto,go-module,original,prometheus
golang.org/x/crypto,go-module,original,prometheus
golang.org/x/crypto,go-module,original,prometheus
golang.org/x/exp,go-module,original,prometheus
golang.org/x/exp,go-module,original,prometheus
golang.org/x/exp,go-module,original,prometheus
golang.org/x/net,go-module,original,prometheus
golang.org/x/net,go-module,original,prometheus
golang.org/x/net,go-module,original,prometheus
golang.org/x/oauth2,go-module,original,prometheus
golang.org/x/oauth2,go-module,original,prometheus
golang.org/x/oauth2,go-module,original,prometheus
golang.org/x/sync,go-module,original,prometheus
golang.org/x/sync,go-module,original,prometheus
golang.org/x/sync,go-module,original,prometheus
golang.org/x/sys,go-module,original,prometheus
golang.org/x/sys,go-module,original,prometheus
golang.org/x/sys,go-module,original,prometheus
golang.org/x/term,go-module,original,prometheus
golang.org/x/term,go-module,original,prometheus
golang.org/x/term,go-module,original,prometheus
golang.org/x/text,go-module,original,prometheus
golang.org/x/text,go-module,original,prometheus
golang.org/x/text,go-module,original,prometheus
golang.org/x/time,go-module,original,prometheus
golang.org/x/time,go-module,original,prometheus
golang.org/x/time,go-module,original,prometheus
google.golang.org/api,go-module,original,prometheus
google.golang.org/api,go-module,original,prometheus
google.golang.org/api,go-module,original,prometheus
google.golang.org/appengine,go-module,original,prometheus
google.golang.org/appengine,go-module,original,prometheus
google.golang.org/appengine,go-module,original,prometheus
google.golang.org/genproto/googleapis/api,go-module,original,prometheus
google.golang.org/genproto/googleapis/api,go-module,original,prometheus
google.golang.org/genproto/googleapis/api,go-module,original,prometheus
google.golang.org/genproto/googleapis/rpc,go-module,original,prometheus
google.golang.org/genproto/googleapis/rpc,go-module,original,prometheus
google.golang.org/genproto/googleapis/rpc,go-module,original,prometheus
google.golang.org/grpc,go-module,original,prometheus
google.golang.org/grpc,go-module,original,prometheus
google.golang.org/grpc,go-module,original,prometheus
google.golang.org/protobuf,go-module,original,prometheus
google.golang.org/protobuf,go-module,original,prometheus
google.golang.org/protobuf,go-module,original,prometheus
gopkg.in/inf.v0,go-module,original,prometheus
gopkg.in/inf.v0,go-module,original,prometheus
gopkg.in/inf.v0,go-module,original,prometheus
gopkg.in/ini.v1,go-module,original,prometheus
gopkg.in/ini.v1,go-module,original,prometheus
gopkg.in/ini.v1,go-module,original,prometheus
gopkg.in/yaml.v2,go-module,original,prometheus
gopkg.in/yaml.v2,go-module,original,prometheus
gopkg.in/yaml.v2,go-module,original,prometheus
gopkg.in/yaml.v3,go-module,original,prometheus
gopkg.in/yaml.v3,go-module,original,prometheus
gopkg.in/yaml.v3,go-module,original,prometheus
gpgv,deb,original,prometheus
grep,deb,original,prometheus
gzip,deb,original,prometheus
hostname,deb,original,prometheus
init-system-helpers,deb,original,prometheus
insserv,deb,original,prometheus
k8s.io/api,go-module,original,prometheus
k8s.io/api,go-module,original,prometheus
k8s.io/api,go-module,original,prometheus
k8s.io/apimachinery,go-module,original,prometheus
k8s.io/apimachinery,go-module,original,prometheus
k8s.io/apimachinery,go-module,original,prometheus
k8s.io/client-go,go-module,original,prometheus
k8s.io/client-go,go-module,original,prometheus
k8s.io/client-go,go-module,original,prometheus
k8s.io/kube-openapi,go-module,original,prometheus
k8s.io/kube-openapi,go-module,original,prometheus
k8s.io/kube-openapi,go-module,original,prometheus
k8s.io/utils,go-module,original,prometheus
k8s.io/utils,go-module,original,prometheus
k8s.io/utils,go-module,original,prometheus
libacl1,deb,original,prometheus
libapt-pkg6.0,deb,original,prometheus
libattr1,deb,original,prometheus
libaudit-common,deb,original,prometheus
libaudit1,deb,original,prometheus
libblkid1,deb,original,prometheus
libbz2-1.0,deb,original,prometheus
libc-bin,deb,original,prometheus
libc6,deb,original,prometheus
libcap-ng0,deb,original,prometheus
libcom-err2,deb,original,prometheus
libcrypt1,deb,original,prometheus
libdb5.3,deb,original,prometheus
libdebconfclient0,deb,original,prometheus
libffi7,deb,original,prometheus
libgcc-s1,deb,original,prometheus
libgcrypt20,deb,original,prometheus
libgmp10,deb,original,prometheus
libgnutls30,deb,original,prometheus
libgpg-error0,deb,original,prometheus
libgssapi-krb5-2,deb,original,prometheus
libhogweed6,deb,original,prometheus
libidn2-0,deb,original,prometheus
libk5crypto3,deb,original,prometheus
libkeyutils1,deb,original,prometheus
libkrb5-3,deb,original,prometheus
libkrb5support0,deb,original,prometheus
liblz4-1,deb,original,prometheus
liblzma5,deb,original,prometheus
libmount1,deb,original,prometheus
libncurses6,deb,original,prometheus
libncursesw6,deb,original,prometheus
libnettle8,deb,original,prometheus
libnsl2,deb,original,prometheus
libp11-kit0,deb,original,prometheus
libpam-modules,deb,original,prometheus
libpam-modules-bin,deb,original,prometheus
libpam-runtime,deb,original,prometheus
libpam0g,deb,original,prometheus
libpcre2-8-0,deb,original,prometheus
libpcre3,deb,original,prometheus
libprocps8,deb,original,prometheus
libseccomp2,deb,original,prometheus
libselinux1,deb,original,prometheus
libsemanage-common,deb,original,prometheus
libsemanage1,deb,original,prometheus
libsepol1,deb,original,prometheus
libsmartcols1,deb,original,prometheus
libssl1.1,deb,original,prometheus
libstdc++6,deb,original,prometheus
libsystemd0,deb,original,prometheus
libtasn1-6,deb,original,prometheus
libtinfo6,deb,original,prometheus
libtirpc-common,deb,original,prometheus
libtirpc3,deb,original,prometheus
libudev1,deb,original,prometheus
libunistring2,deb,original,prometheus
libuuid1,deb,original,prometheus
libxxhash0,deb,original,prometheus
libzstd1,deb,original,prometheus
login,deb,original,prometheus
lsb-base,deb,original,prometheus
mawk,deb,original,prometheus
mount,deb,original,prometheus
ncurses-base,deb,original,prometheus
openssl,deb,original,prometheus
passwd,deb,original,prometheus
perl-base,deb,original,prometheus
procps,deb,original,prometheus
sed,deb,original,prometheus
sigs.k8s.io/json,go-module,original,prometheus
sigs.k8s.io/json,go-module,original,prometheus
sigs.k8s.io/json,go-module,original,prometheus
sigs.k8s.io/structured-merge-diff/v4,go-module,original,prometheus
sigs.k8s.io/structured-merge-diff/v4,go-module,original,prometheus
sigs.k8s.io/structured-merge-diff/v4,go-module,original,prometheus
sigs.k8s.io/yaml,go-module,original,prometheus
sigs.k8s.io/yaml,go-module,original,prometheus
sigs.k8s.io/yaml,go-module,original,prometheus
startpar,deb,original,prometheus
stdlib,go-module,original,prometheus
stdlib,go-module,original,prometheus
sysv-rc,deb,original,prometheus
sysvinit-utils,deb,original,prometheus
tar,deb,original,prometheus
tzdata,deb,original,prometheus
util-linux,deb,original,prometheus
zlib1g,deb,original,prometheus
Erlang,unknownpackage,original,rabbitmq
RabbitMQ,unknownpackage,original,rabbitmq
adduser,deb,original,rabbitmq
apt,deb,original,rabbitmq
base-files,deb,original,rabbitmq
base-passwd,deb,original,rabbitmq
bash,deb,original,rabbitmq
bsdutils,deb,original,rabbitmq
ca-certificates,deb,original,rabbitmq
coreutils,deb,original,rabbitmq
curl,deb,original,rabbitmq
dash,deb,original,rabbitmq
debconf,deb,original,rabbitmq
debian-archive-keyring,deb,original,rabbitmq
debianutils,deb,original,rabbitmq
diffutils,deb,original,rabbitmq
dpkg,deb,original,rabbitmq
findutils,deb,original,rabbitmq
gcc-10-base,deb,original,rabbitmq
gpgv,deb,original,rabbitmq
grep,deb,original,rabbitmq
gzip,deb,original,rabbitmq
hostname,deb,original,rabbitmq
init-system-helpers,deb,original,rabbitmq
insserv,deb,original,rabbitmq
libacl1,deb,original,rabbitmq
libapt-pkg6.0,deb,original,rabbitmq
libattr1,deb,original,rabbitmq
libaudit-common,deb,original,rabbitmq
libaudit1,deb,original,rabbitmq
libblkid1,deb,original,rabbitmq
libbrotli1,deb,original,rabbitmq
libbz2-1.0,deb,original,rabbitmq
libc-bin,deb,original,rabbitmq
libc-l10n,deb,original,rabbitmq
libc6,deb,original,rabbitmq
libcap-ng0,deb,original,rabbitmq
libcom-err2,deb,original,rabbitmq
libcrypt1,deb,original,rabbitmq
libcurl4,deb,original,rabbitmq
libdb5.3,deb,original,rabbitmq
libdebconfclient0,deb,original,rabbitmq
libffi7,deb,original,rabbitmq
libgcc-s1,deb,original,rabbitmq
libgcrypt20,deb,original,rabbitmq
libgmp10,deb,original,rabbitmq
libgnutls30,deb,original,rabbitmq
libgpg-error0,deb,original,rabbitmq
libgssapi-krb5-2,deb,original,rabbitmq
libhogweed6,deb,original,rabbitmq
libidn2-0,deb,original,rabbitmq
libk5crypto3,deb,original,rabbitmq
libkeyutils1,deb,original,rabbitmq
libkrb5-3,deb,original,rabbitmq
libkrb5support0,deb,original,rabbitmq
libldap-2.4-2,deb,original,rabbitmq
liblz4-1,deb,original,rabbitmq
liblzma5,deb,original,rabbitmq
libmount1,deb,original,rabbitmq
libncurses6,deb,original,rabbitmq
libncursesw6,deb,original,rabbitmq
libnettle8,deb,original,rabbitmq
libnghttp2-14,deb,original,rabbitmq
libnsl2,deb,original,rabbitmq
libp11-kit0,deb,original,rabbitmq
libpam-modules,deb,original,rabbitmq
libpam-modules-bin,deb,original,rabbitmq
libpam-runtime,deb,original,rabbitmq
libpam0g,deb,original,rabbitmq
libpcre2-8-0,deb,original,rabbitmq
libpcre3,deb,original,rabbitmq
libprocps8,deb,original,rabbitmq
libpsl5,deb,original,rabbitmq
librtmp1,deb,original,rabbitmq
libsasl2-2,deb,original,rabbitmq
libsasl2-modules-db,deb,original,rabbitmq
libseccomp2,deb,original,rabbitmq
libselinux1,deb,original,rabbitmq
libsemanage-common,deb,original,rabbitmq
libsemanage1,deb,original,rabbitmq
libsepol1,deb,original,rabbitmq
libsmartcols1,deb,original,rabbitmq
libssh2-1,deb,original,rabbitmq
libssl1.1,deb,original,rabbitmq
libstdc++6,deb,original,rabbitmq
libsystemd0,deb,original,rabbitmq
libtasn1-6,deb,original,rabbitmq
libtinfo6,deb,original,rabbitmq
libtirpc-common,deb,original,rabbitmq
libtirpc3,deb,original,rabbitmq
libudev1,deb,original,rabbitmq
libunistring2,deb,original,rabbitmq
libuuid1,deb,original,rabbitmq
libxxhash0,deb,original,rabbitmq
libzstd1,deb,original,rabbitmq
locales,deb,original,rabbitmq
login,deb,original,rabbitmq
lsb-base,deb,original,rabbitmq
mawk,deb,original,rabbitmq
mount,deb,original,rabbitmq
ncurses-base,deb,original,rabbitmq
openssl,deb,original,rabbitmq
passwd,deb,original,rabbitmq
perl-base,deb,original,rabbitmq
procps,deb,original,rabbitmq
sed,deb,original,rabbitmq
startpar,deb,original,rabbitmq
sysv-rc,deb,original,rabbitmq
sysvinit-utils,deb,original,rabbitmq
tar,deb,original,rabbitmq
tzdata,deb,original,rabbitmq
util-linux,deb,original,rabbitmq
zlib1g,deb,original,rabbitmq
ca-certificates-bundle,apk,chainguard,nats-official
ca-certificates-bundle,apk,chainguard,nats-official
github.com/klauspost/compress,go-module,chainguard,nats-official
github.com/minio/highwayhash,go-module,chainguard,nats-official
github.com/nats-io/jwt/v2,go-module,chainguard,nats-official
github.com/nats-io/nats-server/v2,go-module,chainguard,nats-official
github.com/nats-io/nkeys,go-module,chainguard,nats-official
github.com/nats-io/nuid,go-module,chainguard,nats-official
glibc,apk,chainguard,nats-official
glibc,apk,chainguard,nats-official
glibc-locale-posix,apk,chainguard,nats-official
glibc-locale-posix,apk,chainguard,nats-official
go.uber.org/automaxprocs,go-module,chainguard,nats-official
golang.org/x/crypto,go-module,chainguard,nats-official
golang.org/x/sys,go-module,chainguard,nats-official
golang.org/x/time,go-module,chainguard,nats-official
ld-linux,apk,chainguard,nats-official
ld-linux,apk,chainguard,nats-official
nats-server,apk,chainguard,nats-official
nats-server,apk,chainguard,nats-official
stdlib,go-module,chainguard,nats-official
wolfi-baselayout,apk,chainguard,nats-official
wolfi-baselayout,apk,chainguard,nats-official
alpine-baselayout,apk,original,curl
alpine-baselayout-data,apk,original,curl
alpine-keys,apk,original,curl
apk-tools,apk,original,curl
brotli,apk,original,curl
brotli-dev,apk,original,curl
brotli-libs,apk,original,curl
busybox,apk,original,curl
busybox-binsh,apk,original,curl
ca-certificates-bundle,apk,original,curl
e2fsprogs-libs,apk,original,curl
keyutils-libs,apk,original,curl
krb5,apk,original,curl
krb5-conf,apk,original,curl
krb5-libs,apk,original,curl
libc-utils,apk,original,curl
libcom_err,apk,original,curl
libcrypto3,apk,original,curl
libidn2,apk,original,curl
libssh2,apk,original,curl
libssl3,apk,original,curl
libunistring,apk,original,curl
libverto,apk,original,curl
musl,apk,original,curl
musl-utils,apk,original,curl
nghttp2-dev,apk,original,curl
nghttp2-libs,apk,original,curl
pkgconf,apk,original,curl
scanelf,apk,original,curl
ssl_client,apk,original,curl
zlib,apk,original,curl
bash,deb,rapidfort,postgres-official
bash,binary,rapidfort,postgres-official
coreutils,deb,rapidfort,postgres-official
dash,deb,rapidfort,postgres-official
findutils,deb,rapidfort,postgres-official
github.com/opencontainers/runc,go-module,rapidfort,postgres-official
github.com/tianon/gosu,go-module,rapidfort,postgres-official
golang.org/x/sys,go-module,rapidfort,postgres-official
grep,deb,rapidfort,postgres-official
libacl1,deb,rapidfort,postgres-official
libattr1,deb,rapidfort,postgres-official
libaudit1,deb,rapidfort,postgres-official
libc-bin,deb,rapidfort,postgres-official
libc6,deb,rapidfort,postgres-official
libcap-ng0,deb,rapidfort,postgres-official
libcom-err2,deb,rapidfort,postgres-official
libcrypt1,deb,rapidfort,postgres-official
libffi7,deb,rapidfort,postgres-official
libgcc-s1,deb,rapidfort,postgres-official
libgcrypt20,deb,rapidfort,postgres-official
libgmp10,deb,rapidfort,postgres-official
libgnutls30,deb,rapidfort,postgres-official
libgpg-error0,deb,rapidfort,postgres-official
libgssapi-krb5-2,deb,rapidfort,postgres-official
libhogweed6,deb,rapidfort,postgres-official
libicu67,deb,rapidfort,postgres-official
libidn2-0,deb,rapidfort,postgres-official
libk5crypto3,deb,rapidfort,postgres-official
libkeyutils1,deb,rapidfort,postgres-official
libkrb5-3,deb,rapidfort,postgres-official
libkrb5support0,deb,rapidfort,postgres-official
libldap-2.4-2,deb,rapidfort,postgres-official
liblz4-1,deb,rapidfort,postgres-official
liblzma5,deb,rapidfort,postgres-official
libnettle8,deb,rapidfort,postgres-official
libp11-kit0,deb,rapidfort,postgres-official
libpam0g,deb,rapidfort,postgres-official
libpcre2-8-0,deb,rapidfort,postgres-official
libpcre3,deb,rapidfort,postgres-official
libpq5,deb,rapidfort,postgres-official
libreadline8,deb,rapidfort,postgres-official
libsasl2-2,deb,rapidfort,postgres-official
libselinux1,deb,rapidfort,postgres-official
libssl1.1,deb,rapidfort,postgres-official
libstdc++6,deb,rapidfort,postgres-official
libsystemd0,deb,rapidfort,postgres-official
libtasn1-6,deb,rapidfort,postgres-official
libtinfo6,deb,rapidfort,postgres-official
libunistring2,deb,rapidfort,postgres-official
libxml2,deb,rapidfort,postgres-official
libzstd1,deb,rapidfort,postgres-official
ncurses-bin,deb,rapidfort,postgres-official
perl-base,deb,rapidfort,postgres-official
postgresql,binary,rapidfort,postgres-official
postgresql-15,deb,rapidfort,postgres-official
postgresql-client-15,deb,rapidfort,postgres-official
postgresql-client-common,deb,rapidfort,postgres-official
postgresql-common,deb,rapidfort,postgres-official
sed,deb,rapidfort,postgres-official
stdlib,go-module,rapidfort,postgres-official
tar,deb,rapidfort,postgres-official
tzdata,deb,rapidfort,postgres-official
zlib1g,deb,rapidfort,postgres-official
bash,apk,chainguard,redis
bash,apk,chainguard,redis
busybox,apk,chainguard,redis
busybox,apk,chainguard,redis
ca-certificates-bundle,apk,chainguard,redis
ca-certificates-bundle,apk,chainguard,redis
glibc,apk,chainguard,redis
glibc,apk,chainguard,redis
glibc-locale-posix,apk,chainguard,redis
glibc-locale-posix,apk,chainguard,redis
ld-linux,apk,chainguard,redis
ld-linux,apk,chainguard,redis
libcrypt1,apk,chainguard,redis
libcrypt1,apk,chainguard,redis
libcrypto3,apk,chainguard,redis
libcrypto3,apk,chainguard,redis
libssl3,apk,chainguard,redis
libssl3,apk,chainguard,redis
ncurses,apk,chainguard,redis
ncurses,apk,chainguard,redis
ncurses-terminfo-base,apk,chainguard,redis
ncurses-terminfo-base,apk,chainguard,redis
openssl-config,apk,chainguard,redis
openssl-config,apk,chainguard,redis
posix-libc-utils,apk,chainguard,redis
posix-libc-utils,apk,chainguard,redis
redis-7.2,apk,chainguard,redis
redis-7.2,apk,chainguard,redis
redis-cli-7.2,apk,chainguard,redis
redis-cli-7.2,apk,chainguard,redis
wolfi-baselayout,apk,chainguard,redis
wolfi-baselayout,apk,chainguard,redis
ca-certificates-bundle,apk,chainguard,nginx
ca-certificates-bundle,apk,chainguard,nginx
glibc,apk,chainguard,nginx
glibc,apk,chainguard,nginx
glibc-locale-posix,apk,chainguard,nginx
glibc-locale-posix,apk,chainguard,nginx
ld-linux,apk,chainguard,nginx
ld-linux,apk,chainguard,nginx
libcrypt1,apk,chainguard,nginx
libcrypt1,apk,chainguard,nginx
libcrypto3,apk,chainguard,nginx
libcrypto3,apk,chainguard,nginx
libgcc,apk,chainguard,nginx
libgcc,apk,chainguard,nginx
libssl3,apk,chainguard,nginx
libssl3,apk,chainguard,nginx
libstdc++,apk,chainguard,nginx
libstdc++,apk,chainguard,nginx
nginx-mainline,apk,chainguard,nginx
nginx-mainline,apk,chainguard,nginx
nginx-mainline-config,apk,chainguard,nginx
nginx-mainline-config,apk,chainguard,nginx
nginx-mainline-package-config,apk,chainguard,nginx
nginx-mainline-package-config,apk,chainguard,nginx
openssl-config,apk,chainguard,nginx
openssl-config,apk,chainguard,nginx
pcre,apk,chainguard,nginx
pcre,apk,chainguard,nginx
wolfi-baselayout,apk,chainguard,nginx
wolfi-baselayout,apk,chainguard,nginx
zlib,apk,chainguard,nginx
zlib,apk,chainguard,nginx
adduser,deb,original,nginx-official
apt,deb,original,nginx-official
base-files,deb,original,nginx-official
base-passwd,deb,original,nginx-official
bash,binary,original,nginx-official
bash,deb,original,nginx-official
bsdutils,deb,original,nginx-official
ca-certificates,deb,original,nginx-official
coreutils,deb,original,nginx-official
curl,deb,original,nginx-official
dash,deb,original,nginx-official
debconf,deb,original,nginx-official
debian-archive-keyring,deb,original,nginx-official
debianutils,deb,original,nginx-official
diffutils,deb,original,nginx-official
dpkg,deb,original,nginx-official
e2fsprogs,deb,original,nginx-official
findutils,deb,original,nginx-official
fontconfig-config,deb,original,nginx-official
fonts-dejavu-core,deb,original,nginx-official
gcc-12-base,deb,original,nginx-official
gettext-base,deb,original,nginx-official
gpgv,deb,original,nginx-official
grep,deb,original,nginx-official
gzip,deb,original,nginx-official
hostname,deb,original,nginx-official
init-system-helpers,deb,original,nginx-official
libabsl20220623,deb,original,nginx-official
libacl1,deb,original,nginx-official
libaom3,deb,original,nginx-official
libapt-pkg6.0,deb,original,nginx-official
libattr1,deb,original,nginx-official
libaudit-common,deb,original,nginx-official
libaudit1,deb,original,nginx-official
libavif15,deb,original,nginx-official
libblkid1,deb,original,nginx-official
libbrotli1,deb,original,nginx-official
libbsd0,deb,original,nginx-official
libbz2-1.0,deb,original,nginx-official
libc-bin,deb,original,nginx-official
libc6,deb,original,nginx-official
libcap-ng0,deb,original,nginx-official
libcap2,deb,original,nginx-official
libcom-err2,deb,original,nginx-official
libcrypt1,deb,original,nginx-official
libcurl4,deb,original,nginx-official
libdav1d6,deb,original,nginx-official
libdb5.3,deb,original,nginx-official
libde265-0,deb,original,nginx-official
libdebconfclient0,deb,original,nginx-official
libdeflate0,deb,original,nginx-official
libedit2,deb,original,nginx-official
libexpat1,deb,original,nginx-official
libext2fs2,deb,original,nginx-official
libffi8,deb,original,nginx-official
libfontconfig1,deb,original,nginx-official
libfreetype6,deb,original,nginx-official
libgav1-1,deb,original,nginx-official
libgcc-s1,deb,original,nginx-official
libgcrypt20,deb,original,nginx-official
libgd3,deb,original,nginx-official
libgeoip1,deb,original,nginx-official
libgmp10,deb,original,nginx-official
libgnutls30,deb,original,nginx-official
libgpg-error0,deb,original,nginx-official
libgssapi-krb5-2,deb,original,nginx-official
libheif1,deb,original,nginx-official
libhogweed6,deb,original,nginx-official
libicu72,deb,original,nginx-official
libidn2-0,deb,original,nginx-official
libintl,java-archive,original,nginx-official
libjbig0,deb,original,nginx-official
libjpeg62-turbo,deb,original,nginx-official
libk5crypto3,deb,original,nginx-official
libkeyutils1,deb,original,nginx-official
libkrb5-3,deb,original,nginx-official
libkrb5support0,deb,original,nginx-official
libldap-2.5-0,deb,original,nginx-official
liblerc4,deb,original,nginx-official
liblz4-1,deb,original,nginx-official
liblzma5,deb,original,nginx-official
libmd0,deb,original,nginx-official
libmount1,deb,original,nginx-official
libnettle8,deb,original,nginx-official
libnghttp2-14,deb,original,nginx-official
libnuma1,deb,original,nginx-official
libp11-kit0,deb,original,nginx-official
libpam-modules,deb,original,nginx-official
libpam-modules-bin,deb,original,nginx-official
libpam-runtime,deb,original,nginx-official
libpam0g,deb,original,nginx-official
libpcre2-8-0,deb,original,nginx-official
libpng16-16,deb,original,nginx-official
libpsl5,deb,original,nginx-official
librav1e0,deb,original,nginx-official
librtmp1,deb,original,nginx-official
libsasl2-2,deb,original,nginx-official
libsasl2-modules-db,deb,original,nginx-official
libseccomp2,deb,original,nginx-official
libselinux1,deb,original,nginx-official
libsemanage-common,deb,original,nginx-official
libsemanage2,deb,original,nginx-official
libsepol2,deb,original,nginx-official
libsmartcols1,deb,original,nginx-official
libss2,deb,original,nginx-official
libssh2-1,deb,original,nginx-official
libssl3,deb,original,nginx-official
libstdc++6,deb,original,nginx-official
libsvtav1enc1,deb,original,nginx-official
libsystemd0,deb,original,nginx-official
libtasn1-6,deb,original,nginx-official
libtiff6,deb,original,nginx-official
libtinfo6,deb,original,nginx-official
libudev1,deb,original,nginx-official
libunistring2,deb,original,nginx-official
libuuid1,deb,original,nginx-official
libwebp7,deb,original,nginx-official
libx11-6,deb,original,nginx-official
libx11-data,deb,original,nginx-official
libx265-199,deb,original,nginx-official
libxau6,deb,original,nginx-official
libxcb1,deb,original,nginx-official
libxdmcp6,deb,original,nginx-official
libxml2,deb,original,nginx-official
libxpm4,deb,original,nginx-official
libxslt1.1,deb,original,nginx-official
libxxhash0,deb,original,nginx-official
libyuv0,deb,original,nginx-official
libzstd1,deb,original,nginx-official
login,deb,original,nginx-official
logsave,deb,original,nginx-official
mawk,deb,original,nginx-official
mount,deb,original,nginx-official
ncurses-base,deb,original,nginx-official
ncurses-bin,deb,original,nginx-official
nginx,deb,original,nginx-official
nginx-module-geoip,deb,original,nginx-official
nginx-module-image-filter,deb,original,nginx-official
nginx-module-njs,deb,original,nginx-official
nginx-module-xslt,deb,original,nginx-official
openssl,deb,original,nginx-official
passwd,deb,original,nginx-official
perl-base,deb,original,nginx-official
sed,deb,original,nginx-official
sysvinit-utils,deb,original,nginx-official
tar,deb,original,nginx-official
tzdata,deb,original,nginx-official
usr-is-merged,deb,original,nginx-official
util-linux,deb,original,nginx-official
util-linux-extra,deb,original,nginx-official
zlib1g,deb,original,nginx-official
NATS,unknownpackage,original,nats
adduser,deb,original,nats
apt,deb,original,nats
base-files,deb,original,nats
base-passwd,deb,original,nats
bash,deb,original,nats
bsdutils,deb,original,nats
ca-certificates,deb,original,nats
command-line-arguments,go-module,original,nats
coreutils,deb,original,nats
dash,deb,original,nats
debconf,deb,original,nats
debian-archive-keyring,deb,original,nats
debianutils,deb,original,nats
diffutils,deb,original,nats
dpkg,deb,original,nats
findutils,deb,original,nats
gcc-10-base,deb,original,nats
github.com/aymerick/raymond,go-module,original,nats
github.com/aymerick/raymond,go-module,original,nats
github.com/bitnami/render-template,go-module,original,nats
github.com/jessevdk/go-flags,go-module,original,nats
github.com/jessevdk/go-flags,go-module,original,nats
github.com/klauspost/compress,go-module,original,nats
github.com/klauspost/compress,go-module,original,nats
github.com/minio/highwayhash,go-module,original,nats
github.com/minio/highwayhash,go-module,original,nats
github.com/mmikulicic/multierror,go-module,original,nats
github.com/mmikulicic/multierror,go-module,original,nats
github.com/nats-io/jwt/v2,go-module,original,nats
github.com/nats-io/jwt/v2,go-module,original,nats
github.com/nats-io/nats-server/v2,go-module,original,nats
github.com/nats-io/nats-server/v2,go-module,original,nats
github.com/nats-io/nkeys,go-module,original,nats
github.com/nats-io/nkeys,go-module,original,nats
github.com/nats-io/nuid,go-module,original,nats
github.com/nats-io/nuid,go-module,original,nats
go.uber.org/automaxprocs,go-module,original,nats
go.uber.org/automaxprocs,go-module,original,nats
gobinary,,original,nats
golang.org/x/crypto,go-module,original,nats
golang.org/x/crypto,go-module,original,nats
golang.org/x/sys,go-module,original,nats
golang.org/x/sys,go-module,original,nats
golang.org/x/sys,go-module,original,nats
golang.org/x/sys,go-module,original,nats
golang.org/x/time,go-module,original,nats
golang.org/x/time,go-module,original,nats
gpgv,deb,original,nats
grep,deb,original,nats
gzip,deb,original,nats
hostname,deb,original,nats
init-system-helpers,deb,original,nats
insserv,deb,original,nats
libacl1,deb,original,nats
libapt-pkg6.0,deb,original,nats
libattr1,deb,original,nats
libaudit-common,deb,original,nats
libaudit1,deb,original,nats
libblkid1,deb,original,nats
libbz2-1.0,deb,original,nats
libc-bin,deb,original,nats
libc6,deb,original,nats
libcap-ng0,deb,original,nats
libcom-err2,deb,original,nats
libcrypt1,deb,original,nats
libdb5.3,deb,original,nats
libdebconfclient0,deb,original,nats
libffi7,deb,original,nats
libgcc-s1,deb,original,nats
libgcrypt20,deb,original,nats
libgmp10,deb,original,nats
libgnutls30,deb,original,nats
libgpg-error0,deb,original,nats
libgssapi-krb5-2,deb,original,nats
libhogweed6,deb,original,nats
libidn2-0,deb,original,nats
libk5crypto3,deb,original,nats
libkeyutils1,deb,original,nats
libkrb5-3,deb,original,nats
libkrb5support0,deb,original,nats
liblz4-1,deb,original,nats
liblzma5,deb,original,nats
libmount1,deb,original,nats
libncurses6,deb,original,nats
libncursesw6,deb,original,nats
libnettle8,deb,original,nats
libnsl2,deb,original,nats
libp11-kit0,deb,original,nats
libpam-modules,deb,original,nats
libpam-modules-bin,deb,original,nats
libpam-runtime,deb,original,nats
libpam0g,deb,original,nats
libpcre2-8-0,deb,original,nats
libpcre3,deb,original,nats
libprocps8,deb,original,nats
libseccomp2,deb,original,nats
libselinux1,deb,original,nats
libsemanage-common,deb,original,nats
libsemanage1,deb,original,nats
libsepol1,deb,original,nats
libsmartcols1,deb,original,nats
libssl1.1,deb,original,nats
libstdc++6,deb,original,nats
libsystemd0,deb,original,nats
libtasn1-6,deb,original,nats
libtinfo6,deb,original,nats
libtirpc-common,deb,original,nats
libtirpc3,deb,original,nats
libudev1,deb,original,nats
libunistring2,deb,original,nats
libuuid1,deb,original,nats
libxxhash0,deb,original,nats
libzstd1,deb,original,nats
login,deb,original,nats
lsb-base,deb,original,nats
mawk,deb,original,nats
mount,deb,original,nats
ncurses-base,deb,original,nats
openssl,deb,original,nats
passwd,deb,original,nats
perl-base,deb,original,nats
procps,deb,original,nats
render-template,unknownpackage,original,nats
sed,deb,original,nats
startpar,deb,original,nats
stdlib,go-module,original,nats
stdlib,go-module,original,nats
sysv-rc,deb,original,nats
sysvinit-utils,deb,original,nats
tar,deb,original,nats
tzdata,deb,original,nats
util-linux,deb,original,nats
zlib1g,deb,original,nats
